Date,Price,Open,High,Low,Vol.,Change %
12-May-16,206.56,207.29,207.49,205.37,89.59M,0.03%
11-May-16,206.5,207.91,208.54,206.5,81.73M,-0.94%
10-May-16,208.45,206.72,208.5,206.64,77.47M,1.24%
9-May-16,205.89,205.57,206.4,205.36,74.37M,0.08%
6-May-16,205.72,204.06,205.77,203.88,89.32M,0.37%
5-May-16,204.97,205.56,205.98,204.47,67.62M,-0.02%
4-May-16,205.01,204.99,205.85,204.42,92.24M,-0.56%
3-May-16,206.16,206.52,206.8,205.28,106.42M,-0.87%
2-May-16,207.97,206.92,208.18,206.41,62.19M,0.79%
29-Apr-16,206.33,206.72,207.13,205.03,142.42M,-0.54%
28-Apr-16,207.45,208.46,209.76,206.96,97.22M,-0.91%
27-Apr-16,209.35,208.47,209.81,208.05,77.33M,0.21%
26-Apr-16,208.92,209.04,209.52,208.36,75.86M,0.15%
25-Apr-16,208.61,208.26,208.66,207.54,66.17M,-0.17%
22-Apr-16,208.97,208.55,209.29,207.91,99.25M,0.00%
21-Apr-16,208.97,210.12,210.25,208.65,85.70M,-0.54%
20-Apr-16,210.1,209.95,210.92,209.39,81.10M,0.10%
19-Apr-16,209.9,209.74,210.2,208.94,88.32M,0.32%
18-Apr-16,209.24,207.14,209.28,207,82.53M,0.70%
15-Apr-16,207.78,208.01,208.17,207.4,75.76M,-0.11%
14-Apr-16,208.01,208.07,208.6,207.6,65.21M,0.00%
13-Apr-16,208,207,208.1,206.84,96.34M,1.01%
12-Apr-16,205.92,204.22,206.25,203.7,115.35M,0.93%
11-Apr-16,204.02,205.25,206.07,203.91,83.76M,-0.23%
8-Apr-16,204.5,205.34,205.85,203.87,95.04M,0.27%
7-Apr-16,203.95,205.14,205.56,203.09,113.86M,-1.20%
6-Apr-16,206.42,204.29,206.49,203.98,91.84M,1.09%
5-Apr-16,204.19,204.67,206.26,203.89,99.66M,-1.00%
4-Apr-16,206.25,206.83,207.07,205.89,63.50M,-0.32%
1-Apr-16,206.92,204.35,207.14,203.98,114.42M,0.68%
31-Mar-16,205.52,205.91,206.41,205.33,94.58M,-0.24%
30-Mar-16,206.02,206.3,206.87,205.59,86.37M,0.44%
29-Mar-16,205.12,202.76,205.25,202.4,92.92M,0.93%
28-Mar-16,203.24,203.61,203.86,202.71,62.41M,0.06%
24-Mar-16,203.12,202,203.16,201.74,84.36M,-0.04%
23-Mar-16,203.21,204.11,204.33,203.01,81.05M,-0.66%
22-Mar-16,204.56,203.76,205.23,203.57,97.47M,-0.05%
21-Mar-16,204.67,204.07,204.94,203.8,72.93M,0.14%
18-Mar-16,204.38,204.17,204.78,203.8,138.37M,-0.12%
17-Mar-16,204.63,203.24,205.23,202.77,134.28M,0.63%
16-Mar-16,203.34,201.6,203.82,201.55,129.30M,0.58%
15-Mar-16,202.17,201.36,202.53,201.05,93.17M,-0.16%
14-Mar-16,202.5,202.16,203.04,201.77,73.61M,-0.13%
11-Mar-16,202.76,201.26,202.81,199.52,137.96M,1.61%
10-Mar-16,199.54,199.96,201.07,197.38,156.84M,0.08%
9-Mar-16,199.38,199.36,199.79,198.43,94.80M,0.49%
8-Mar-16,198.4,199.32,199.92,198.21,123.97M,-1.09%
7-Mar-16,200.59,199.34,201.07,199.25,100.22M,0.08%
4-Mar-16,200.43,200.01,201.35,199.03,129.29M,0.33%
3-Mar-16,199.78,198.79,199.79,198.11,95.17M,0.39%
2-Mar-16,199,197.74,199.06,197.25,102.41M,0.45%
1-Mar-16,198.11,195.01,198.21,194.45,141.80M,2.35%
29-Feb-16,193.56,195.11,196.23,193.33,125.92M,-0.78%
26-Feb-16,195.09,196.57,196.68,194.9,129.83M,-0.23%
25-Feb-16,195.54,193.73,195.55,192.83,110.73M,1.21%
24-Feb-16,193.2,190.63,193.53,189.32,150.81M,0.46%
23-Feb-16,192.32,194,194.32,192.18,111.46M,-1.26%
22-Feb-16,194.78,193.87,194.95,193.79,103.64M,1.45%
19-Feb-16,192,191.17,192.18,190.45,114.79M,-0.05%
18-Feb-16,192.09,193.2,193.27,191.72,102.34M,-0.41%
17-Feb-16,192.88,191.16,193.32,191.01,136.01M,1.63%
16-Feb-16,189.78,188.77,189.81,187.63,120.25M,1.69%
12-Feb-16,186.63,184.96,186.65,183.96,127.63M,2.06%
11-Feb-16,182.86,182.34,184.1,181.09,219.06M,-1.30%
10-Feb-16,185.27,186.41,188.34,185.12,148.21M,-0.09%
9-Feb-16,185.43,183.36,186.94,183.2,184.51M,0.01%
8-Feb-16,185.42,185.77,186.12,182.8,191.53M,-1.35%
5-Feb-16,187.95,190.99,191.67,187.2,180.79M,-1.91%
4-Feb-16,191.6,190.71,192.75,189.96,139.53M,0.16%
3-Feb-16,191.3,191.41,191.78,187.1,205.05M,0.60%
2-Feb-16,190.16,191.96,191.97,189.54,182.56M,-1.80%
1-Feb-16,193.65,192.53,194.58,191.84,136.06M,-0.04%
29-Jan-16,193.72,190.02,193.88,189.88,210.53M,2.44%
28-Jan-16,189.11,189.96,190.2,187.16,143.80M,0.52%
27-Jan-16,188.13,189.58,191.56,187.06,185.68M,-1.09%
26-Jan-16,190.2,188.42,190.53,188.02,141.04M,1.36%
25-Jan-16,187.64,189.92,190.15,187.41,130.37M,-1.51%
22-Jan-16,190.52,189.78,190.76,188.88,168.32M,2.05%
21-Jan-16,186.69,186.21,188.87,184.64,195.77M,0.56%
20-Jan-16,185.65,185.03,187.5,181.02,286.55M,-1.28%
19-Jan-16,188.06,189.96,190.11,186.2,195.24M,0.13%
15-Jan-16,187.81,186.77,188.76,185.52,324.85M,-2.15%
14-Jan-16,191.93,189.55,193.26,187.66,240.80M,1.64%
13-Jan-16,188.83,194.45,194.86,188.38,221.17M,-2.49%
12-Jan-16,193.66,193.82,194.55,191.14,172.33M,0.81%
11-Jan-16,192.11,193.01,193.41,189.82,187.94M,0.10%
8-Jan-16,191.92,195.19,195.85,191.58,209.82M,-1.10%
7-Jan-16,194.05,195.33,197.44,193.59,213.44M,-2.40%
6-Jan-16,198.82,198.34,200.06,197.6,152.11M,-1.26%
5-Jan-16,201.36,201.4,201.9,200.05,110.85M,0.17%
4-Jan-16,201.02,200.49,201.03,198.59,222.35M,-1.40%
31-Dec-15,203.87,205.13,205.89,203.87,114.88M,-1.00%
30-Dec-15,205.93,207.11,207.21,205.76,63.32M,-0.71%
29-Dec-15,207.4,206.51,207.79,206.47,92.64M,1.07%
28-Dec-15,205.21,204.86,205.26,203.94,65.90M,-0.23%
24-Dec-15,205.68,205.72,206.33,205.42,48.54M,-0.17%
23-Dec-15,206.02,204.69,206.07,204.58,110.99M,1.24%
22-Dec-15,203.5,202.72,203.85,201.55,111.03M,0.91%
21-Dec-15,201.67,201.41,201.88,200.09,99.09M,0.82%
18-Dec-15,200.02,202.77,202.93,199.83,251.39M,-2.36%
17-Dec-15,204.86,208.4,208.48,204.84,173.09M,-1.52%
16-Dec-15,208.03,206.37,208.39,204.8,197.02M,1.46%
15-Dec-15,205.03,204.7,206.11,202.87,154.07M,1.05%
14-Dec-15,202.9,202.07,203.05,199.95,182.39M,0.51%
11-Dec-15,201.88,203.35,204.14,201.51,211.17M,-1.94%
10-Dec-15,205.87,205.42,207.43,205.14,116.13M,0.26%
9-Dec-15,205.34,206.19,208.68,204.18,162.40M,-0.78%
8-Dec-15,206.95,206.49,208.29,205.78,103.37M,-0.67%
7-Dec-15,208.35,209.23,209.73,207.2,102.03M,-0.61%
4-Dec-15,209.62,206.08,209.97,205.93,192.91M,1.95%
3-Dec-15,205.61,208.83,209.15,204.75,166.22M,-1.40%
2-Dec-15,208.53,210.62,211,208.23,108.44M,-1.02%
1-Dec-15,210.68,209.44,210.82,209.11,97.86M,0.95%
30-Nov-15,208.69,209.75,209.89,208.56,112.82M,-0.42%
27-Nov-15,209.56,209.43,209.8,208.86,37.32M,0.11%
25-Nov-15,209.32,209.5,209.74,209.01,51.98M,-0.01%
24-Nov-15,209.35,207.87,209.83,207.41,98.87M,0.13%
23-Nov-15,209.07,209.38,209.98,208.52,64.93M,-0.11%
20-Nov-15,209.31,209.45,210.12,208.86,94.01M,0.36%
19-Nov-15,208.55,208.59,209.05,208.2,88.22M,-0.09%
18-Nov-15,208.73,206.04,208.9,205.99,121.34M,1.59%
17-Nov-15,205.47,205.99,207.04,204.88,121.12M,-0.07%
16-Nov-15,205.62,202.32,205.69,202.18,117.65M,1.52%
13-Nov-15,202.54,204.35,204.67,202.44,153.58M,-1.12%
12-Nov-15,204.84,206.5,207.06,204.82,121.32M,-1.40%
11-Nov-15,207.74,208.88,208.94,207.66,67.85M,-0.39%
10-Nov-15,208.56,207.51,208.6,207.19,75.87M,0.23%
9-Nov-15,208.08,209.31,209.49,206.95,131.01M,-0.93%
6-Nov-15,210.04,209.74,210.32,208.46,110.47M,-0.05%
5-Nov-15,210.15,210.43,210.98,209.09,78.41M,-0.10%
4-Nov-15,210.36,211.35,211.5,209.72,96.22M,-0.30%
3-Nov-15,211,209.97,211.66,209.7,95.25M,0.29%
2-Nov-15,210.39,208.32,210.62,208.17,86.27M,1.18%
30-Oct-15,207.93,209.06,209.44,207.74,131.08M,-0.43%
29-Oct-15,208.83,208.35,209.27,208.21,90.53M,-0.06%
28-Oct-15,208.95,207,208.98,206.21,135.91M,1.14%
27-Oct-15,206.6,206.2,207,205.79,77.91M,-0.19%
26-Oct-15,207,207.3,207.37,206.56,69.03M,-0.25%
23-Oct-15,207.51,207.25,207.95,206.3,144.44M,1.10%
22-Oct-15,205.26,202.98,205.51,201.85,174.91M,1.69%
21-Oct-15,201.85,203.61,203.79,201.65,102.04M,-0.62%
20-Oct-15,203.11,202.85,203.84,202.55,78.45M,-0.13%
19-Oct-15,203.37,202.5,203.37,202.13,76.52M,0.05%
16-Oct-15,203.27,202.83,203.29,201.92,114.58M,0.45%
15-Oct-15,202.35,200.08,202.36,199.64,134.14M,1.54%
14-Oct-15,199.29,200.18,200.87,198.94,99.11M,-0.48%
13-Oct-15,200.25,200.65,202.16,200.05,88.04M,-0.63%
12-Oct-15,201.52,201.42,201.76,200.91,56.40M,0.09%
9-Oct-15,201.33,201.38,201.9,200.58,107.07M,0.06%
8-Oct-15,201.21,198.95,201.55,198.59,153.06M,0.90%
7-Oct-15,199.41,198.9,199.82,197.48,124.31M,0.82%
6-Oct-15,197.79,198.31,198.98,197,110.27M,-0.34%
5-Oct-15,198.47,196.46,198.74,196.33,126.32M,1.78%
2-Oct-15,195,189.77,195.03,189.12,211.00M,1.49%
1-Oct-15,192.13,192.08,192.49,189.82,131.08M,0.26%
30-Sep-15,191.63,190.37,191.82,189.44,163.45M,1.87%
29-Sep-15,188.12,188.27,189.74,186.93,159.05M,0.06%
28-Sep-15,188.01,191.78,191.91,187.64,178.52M,-2.51%
25-Sep-15,192.85,194.64,195,191.81,155.05M,-0.03%
24-Sep-15,192.9,192.15,193.45,190.56,159.38M,-0.36%
23-Sep-15,193.6,194.11,194.67,192.91,92.79M,-0.16%
22-Sep-15,193.91,193.88,194.46,192.56,153.89M,-1.30%
21-Sep-15,196.46,196.44,197.68,195.21,105.73M,0.52%
18-Sep-15,195.45,195.71,198.68,194.96,223.66M,-2.14%
17-Sep-15,199.73,200.02,202.89,199.28,276.05M,-0.22%
16-Sep-15,200.18,198.82,200.41,198.41,99.58M,0.87%
15-Sep-15,198.46,196.61,198.99,195.96,113.81M,1.25%
14-Sep-15,196.01,196.95,197.01,195.43,79.45M,-0.37%
11-Sep-15,196.74,195.38,196.82,194.53,119.69M,0.45%
10-Sep-15,195.85,194.56,197.22,194.25,158.61M,0.54%
9-Sep-15,194.79,199.32,199.47,194.35,149.35M,-1.34%
8-Sep-15,197.43,195.94,197.61,195.17,116.03M,2.51%
4-Sep-15,192.59,192.85,193.86,191.61,207.08M,-1.51%
3-Sep-15,195.55,196.26,198.05,194.96,152.09M,0.07%
2-Sep-15,195.41,194.62,195.46,192.42,160.27M,1.90%
1-Sep-15,191.77,193.12,194.77,190.73,256.00M,-2.98%
31-Aug-15,197.67,198.11,199.12,197.01,163.30M,-0.81%
28-Aug-15,199.28,198.5,199.84,197.92,160.41M,0.01%
27-Aug-15,199.27,197.02,199.42,195.21,274.14M,2.47%
26-Aug-15,194.46,192.08,194.79,188.37,339.26M,3.84%
25-Aug-15,187.27,195.43,195.45,186.92,369.83M,-1.18%
24-Aug-15,189.5,187.49,197.48,182.4,507.24M,-4.21%
21-Aug-15,197.83,201.73,203.94,197.52,346.59M,-3.01%
20-Aug-15,203.97,206.51,208.29,203.9,194.33M,-2.09%
19-Aug-15,208.32,209.09,210.01,207.35,172.95M,-0.79%
18-Aug-15,209.98,210.26,210.68,209.7,71.69M,-0.29%
17-Aug-15,210.59,208.71,210.59,208.16,79.07M,0.56%
14-Aug-15,209.42,208.43,209.51,208.26,72.79M,0.36%
13-Aug-15,208.66,208.73,209.55,208.01,89.38M,-0.12%
12-Aug-15,208.92,207.11,209.14,205.36,172.12M,0.12%
11-Aug-15,208.67,208.97,209.47,207.76,126.08M,-0.90%
10-Aug-15,210.57,209.28,210.67,209.28,80.27M,1.26%
7-Aug-15,207.95,208.16,208.34,206.87,117.86M,-0.19%
6-Aug-15,208.35,210.29,210.41,207.65,116.03M,-0.82%
5-Aug-15,210.07,210.45,211.31,209.73,85.79M,0.33%
4-Aug-15,209.38,209.7,210.25,208.8,81.82M,-0.20%
3-Aug-15,209.79,210.46,210.53,208.65,113.97M,-0.34%
31-Jul-15,210.5,211.42,211.45,210.16,103.27M,-0.15%
30-Jul-15,210.82,210.16,211.02,209.42,91.30M,0.02%
29-Jul-15,210.77,209.48,211.04,209.31,105.79M,0.69%
28-Jul-15,209.33,207.79,209.5,206.8,123.54M,1.23%
27-Jul-15,206.79,206.94,207.55,206.26,132.36M,-0.58%
24-Jul-15,208,210.3,210.37,207.6,117.75M,-1.04%
23-Jul-15,210.18,211.53,211.65,209.75,90.51M,-0.56%
22-Jul-15,211.37,210.93,211.77,210.89,88.67M,-0.18%
21-Jul-15,211.75,212.43,212.74,211.39,77.97M,-0.40%
20-Jul-15,212.59,212.75,213.18,212.21,70.45M,0.05%
17-Jul-15,212.48,212.29,212.55,211.8,89.03M,0.08%
16-Jul-15,212.3,211.87,212.3,211.58,106.68M,0.80%
15-Jul-15,210.61,210.73,211.28,210.04,97.91M,-0.03%
14-Jul-15,210.68,209.72,211.05,209.65,81.71M,0.43%
13-Jul-15,209.77,208.99,209.9,208.94,106.07M,1.10%
10-Jul-15,207.48,207.29,207.98,204.95,129.46M,1.26%
9-Jul-15,204.9,207.04,207.35,204.77,144.11M,0.18%
8-Jul-15,204.53,206.42,206.76,204.25,164.02M,-1.68%
7-Jul-15,208.02,206.96,208.17,204.11,173.82M,0.63%
6-Jul-15,206.72,205.77,207.65,205.53,117.98M,-0.28%
2-Jul-15,207.31,208.07,208.27,206.81,104.37M,-0.09%
1-Jul-15,207.5,207.73,208.03,206.56,135.98M,0.80%
30-Jun-15,205.85,207.26,207.32,205.28,182.93M,0.21%
29-Jun-15,205.42,208.04,209.83,205.33,202.62M,-2.10%
26-Jun-15,209.82,210.29,210.58,209.16,104.17M,-0.02%
25-Jun-15,209.86,211.1,211.25,209.77,97.11M,-0.30%
24-Jun-15,210.5,211.72,212.17,210.47,92.31M,-0.73%
23-Jun-15,212.04,212.14,212.44,211.57,68.48M,0.07%
22-Jun-15,211.89,211.91,212.59,211.64,70.70M,0.51%
19-Jun-15,210.81,211.46,211.55,210.36,130.48M,-0.93%
18-Jun-15,212.78,211.31,213.34,210.63,165.87M,1.04%
17-Jun-15,210.59,210.59,211.32,209.36,126.71M,0.16%
16-Jun-15,210.25,208.93,210.35,208.72,85.31M,0.55%
15-Jun-15,209.11,208.64,209.45,207.79,124.38M,-0.43%
12-Jun-15,210.01,210.64,211.48,209.68,135.38M,-0.77%
11-Jun-15,211.63,211.48,212.09,211.2,73.88M,0.32%
10-Jun-15,210.95,209.37,211.41,209.3,134.55M,1.20%
9-Jun-15,208.45,208.45,209.1,207.69,105.03M,-0.01%
8-Jun-15,208.48,209.64,209.82,208.39,89.06M,-0.61%
5-Jun-15,209.77,209.95,210.58,208.98,121.70M,-0.17%
4-Jun-15,210.13,211.07,211.86,209.75,151.88M,-0.84%
3-Jun-15,211.92,212,212.67,211.33,87.82M,0.26%
2-Jun-15,211.36,211.02,212.19,210.27,91.53M,-0.10%
1-Jun-15,211.57,211.94,212.34,210.62,93.34M,0.20%
29-May-15,211.14,212.38,212.43,210.82,124.92M,-0.62%
28-May-15,212.46,212.33,212.59,211.63,74.97M,-0.11%
27-May-15,212.7,211.25,212.98,210.76,93.21M,0.95%
26-May-15,210.7,212.4,212.91,210.2,124.31M,-1.08%
22-May-15,212.99,213.04,213.54,212.91,57.43M,-0.24%
21-May-15,213.5,212.71,213.75,212.51,64.76M,0.29%
20-May-15,212.88,213.15,213.78,212.5,76.86M,-0.07%
19-May-15,213.03,213.24,213.57,212.69,72.11M,-0.03%
18-May-15,213.1,212.24,213.4,212.16,74.55M,0.31%
15-May-15,212.44,212.44,212.61,211.86,76.51M,0.11%
14-May-15,212.21,211.24,212.32,210.91,95.93M,1.04%
13-May-15,210.02,210.47,211.22,209.74,94.67M,0.02%
12-May-15,209.98,209.61,210.63,208.62,119.73M,-0.29%
11-May-15,210.6,211.57,211.89,210.52,75.71M,-0.48%
8-May-15,211.62,210.88,211.86,210.78,155.88M,1.32%
7-May-15,208.87,207.92,209.38,207.52,88.24M,0.40%
6-May-15,208.04,209.56,209.93,206.76,135.06M,-0.41%
5-May-15,208.9,211.03,211.46,208.73,113.33M,-1.15%
4-May-15,211.32,211.23,212.02,211.1,70.93M,0.28%
1-May-15,210.72,209.4,210.77,209.28,103.40M,1.08%
30-Apr-15,208.46,209.88,210.35,207.62,161.30M,-1.00%
29-Apr-15,210.57,210.37,211.29,209.6,125.68M,-0.41%
28-Apr-15,211.44,210.74,211.5,209.33,86.86M,0.32%
27-Apr-15,210.77,212.33,212.48,210.54,79.36M,-0.42%
24-Apr-15,211.65,211.66,211.97,211.11,61.33M,0.23%
23-Apr-15,211.16,210.15,211.94,210.01,102.59M,0.25%
22-Apr-15,210.63,210.01,210.85,208.9,78.26M,0.49%
21-Apr-15,209.6,210.67,210.86,209.24,72.56M,-0.12%
20-Apr-15,209.85,209.06,210.25,208.96,92.19M,0.91%
17-Apr-15,207.95,208.94,209.23,207.01,191.11M,-1.15%
16-Apr-15,210.37,210.03,210.98,209.79,68.93M,-0.03%
15-Apr-15,210.43,210.05,211.04,209.95,99.53M,0.45%
14-Apr-15,209.49,208.85,209.71,208.1,75.10M,0.19%
13-Apr-15,209.09,209.87,210.63,209.03,74.44M,-0.45%
10-Apr-15,210.04,209.2,210.09,208.96,72.72M,0.55%
9-Apr-15,208.9,207.78,209.18,207.19,85.55M,0.45%
8-Apr-15,207.97,207.55,208.51,207.08,89.35M,0.33%
7-Apr-15,207.28,207.85,208.76,207.24,81.24M,-0.26%
6-Apr-15,207.83,205.37,208.45,205.21,114.37M,0.67%
2-Apr-15,206.44,205.62,206.98,205.4,86.90M,0.36%
1-Apr-15,205.7,206.39,206.42,204.51,137.30M,-0.35%
31-Mar-15,206.43,207.26,208.1,206.36,126.77M,-0.87%
30-Mar-15,208.25,206.98,208.61,206.96,96.18M,1.22%
27-Mar-15,205.74,205.13,205.95,204.9,118.94M,0.23%
26-Mar-15,205.27,204.96,206.37,204.12,153.07M,-0.24%
25-Mar-15,205.76,209.07,209.35,205.71,159.52M,-1.47%
24-Mar-15,208.82,209.85,210.4,208.74,77.81M,-0.56%
23-Mar-15,210,210.42,211.11,210,71.78M,-0.19%
20-Mar-15,210.41,209.71,211.02,209.49,177.72M,0.43%
19-Mar-15,209.5,209.96,210.47,209.03,117.92M,-0.46%
18-Mar-15,210.46,207.39,211.27,206.62,228.81M,1.20%
17-Mar-15,207.96,207.69,208.42,206.98,94.51M,-0.30%
16-Mar-15,208.58,206.71,208.69,205.86,136.10M,1.34%
13-Mar-15,205.83,206.77,207.93,204.58,162.41M,-0.61%
12-Mar-15,207.1,205.26,207.18,205.2,93.99M,1.27%
11-Mar-15,204.5,205.29,205.5,204.4,110.15M,-0.23%
10-Mar-15,204.98,206.71,206.81,204.93,157.12M,-1.62%
9-Mar-15,208.36,207.74,208.79,207.55,89.82M,0.41%
6-Mar-15,207.5,209.42,209.94,207.1,188.13M,-1.41%
5-Mar-15,210.46,210.62,210.8,209.85,76.87M,0.11%
4-Mar-15,210.23,210.4,210.49,209.06,114.50M,-0.42%
3-Mar-15,211.12,211.47,212.05,210.08,110.33M,-0.41%
2-Mar-15,211.99,210.78,212.06,210.72,87.49M,0.63%
27-Feb-15,210.66,211.26,211.58,210.6,108.08M,-0.34%
26-Feb-15,211.38,211.52,211.71,210.65,72.70M,-0.12%
25-Feb-15,211.63,211.66,212.24,211.22,73.06M,-0.08%
24-Feb-15,211.81,211.12,212.05,210.76,72.47M,0.28%
23-Feb-15,211.21,210.94,211.21,210.48,74.41M,-0.01%
20-Feb-15,211.24,209.48,211.33,208.73,140.90M,0.60%
19-Feb-15,209.98,209.41,210.42,209.24,91.46M,-0.07%
18-Feb-15,210.13,209.66,210.22,209.34,80.65M,0.01%
17-Feb-15,210.11,209.4,210.32,209.1,76.97M,0.16%
13-Feb-15,209.78,209.07,209.84,208.76,93.67M,0.41%
12-Feb-15,208.92,207.89,208.99,206.97,97.55M,0.96%
11-Feb-15,206.93,206.61,207.45,205.83,91.09M,0.06%
10-Feb-15,206.81,205.88,207.12,204.68,96.16M,1.07%
9-Feb-15,204.63,204.77,205.64,204.13,87.22M,-0.45%
6-Feb-15,205.55,206.56,207.24,204.92,125.67M,-0.28%
5-Feb-15,206.12,204.86,206.3,204.77,97.95M,1.01%
4-Feb-15,204.06,203.92,205.38,203.51,134.31M,-0.38%
3-Feb-15,204.84,203,204.85,202.55,124.21M,1.45%
2-Feb-15,201.92,200.05,202.03,197.86,163.11M,1.24%
30-Jan-15,199.45,200.57,202.17,199.13,197.73M,-1.26%
29-Jan-15,201.99,200.38,202.3,198.68,173.59M,0.92%
28-Jan-15,200.14,204.17,204.29,199.91,168.51M,-1.28%
27-Jan-15,202.74,202.97,204.12,201.74,134.04M,-1.32%
26-Jan-15,205.45,204.71,205.56,203.85,92.01M,0.23%
23-Jan-15,204.97,205.79,206.1,204.81,117.52M,-0.55%
22-Jan-15,206.1,203.99,206.26,202.33,174.36M,1.49%
21-Jan-15,203.08,201.5,203.66,200.94,122.94M,0.50%
20-Jan-15,202.06,202.4,202.72,200.17,130.99M,0.21%
16-Jan-15,201.63,198.77,201.82,198.55,211.88M,1.31%
15-Jan-15,199.02,201.63,202.01,198.88,176.61M,-0.92%
14-Jan-15,200.86,199.65,201.1,198.57,192.99M,-0.60%
13-Jan-15,202.08,204.12,205.48,200.51,214.55M,-0.28%
12-Jan-15,202.65,204.41,204.6,201.92,144.40M,-0.78%
9-Jan-15,204.25,206.4,206.42,203.51,158.57M,-0.80%
8-Jan-15,205.9,204.01,206.16,203.99,147.22M,1.77%
7-Jan-15,202.31,201.42,202.72,200.88,125.35M,1.25%
6-Jan-15,199.82,202.09,202.72,198.85,209.15M,-0.94%
5-Jan-15,201.72,204.17,204.37,201.35,169.63M,-1.81%
2-Jan-15,205.43,206.38,206.88,204.18,121.47M,-0.05%
31-Dec-14,205.54,207.99,208.19,205.39,130.33M,-0.99%
30-Dec-14,207.6,208.21,208.37,207.51,73.54M,-0.54%
29-Dec-14,208.72,208.22,208.97,208.14,79.64M,0.13%
26-Dec-14,208.44,208.31,208.85,208.25,57.33M,0.32%
24-Dec-14,207.77,208.02,208.34,207.72,42.96M,0.01%
23-Dec-14,207.75,208.17,208.23,207.4,122.17M,0.13%
22-Dec-14,207.47,206.75,207.47,206.46,148.32M,0.46%
19-Dec-14,206.52,206.43,207.33,205.61,245.08M,-0.13%
18-Dec-14,206.78,204.74,212.97,203.92,257.63M,2.47%
17-Dec-14,201.79,198.44,202.34,198.29,253.91M,1.96%
16-Dec-14,197.91,198.58,202.4,197.86,259.54M,-0.80%
15-Dec-14,199.51,201.98,202.53,198.78,189.97M,-0.69%
12-Dec-14,200.89,202.64,203.82,200.85,202.33M,-1.62%
11-Dec-14,204.19,203.88,206.19,203.71,159.01M,0.51%
10-Dec-14,203.16,205.91,205.98,202.93,159.86M,-1.60%
9-Dec-14,206.47,204.37,206.6,203.91,125.18M,-0.07%
8-Dec-14,206.61,207.52,208.12,205.93,108.59M,-0.67%
5-Dec-14,208,207.87,208.47,207.55,91.03M,0.16%
4-Dec-14,207.66,207.54,208.26,206.7,91.32M,-0.11%
3-Dec-14,207.89,207.3,208.15,207.1,68.95M,0.39%
2-Dec-14,207.09,205.81,207.34,205.78,74.51M,0.65%
1-Dec-14,205.76,206.4,206.54,205.38,103.97M,-0.69%
28-Nov-14,207.2,207.49,207.87,206.91,57.89M,-0.21%
26-Nov-14,207.64,207.29,207.76,207.03,62.17M,0.26%
25-Nov-14,207.11,207.54,207.79,206.8,79.11M,-0.07%
24-Nov-14,207.26,207.17,207.39,206.91,65.88M,0.28%
21-Nov-14,206.68,207.64,207.84,205.98,142.33M,0.54%
20-Nov-14,205.58,204.26,205.71,204.18,72.84M,0.18%
19-Nov-14,205.22,205.31,205.55,204.3,82.37M,-0.16%
18-Nov-14,205.55,204.44,205.92,204.44,76.07M,0.58%
17-Nov-14,204.37,203.85,204.58,203.65,80.44M,0.06%
14-Nov-14,204.24,204.1,204.49,203.72,80.42M,0.02%
13-Nov-14,204.19,204.16,204.83,203.21,85.36M,0.11%
12-Nov-14,203.96,203.35,204.24,203.31,90.12M,-0.11%
11-Nov-14,204.18,204.06,204.31,203.65,54.50M,0.10%
10-Nov-14,203.98,203.38,204.04,203.13,66.32M,0.31%
7-Nov-14,203.34,203.17,203.6,202.61,89.54M,0.09%
6-Nov-14,203.15,202.39,203.26,201.64,107.09M,0.40%
5-Nov-14,202.34,202.54,202.59,201.45,91.71M,0.63%
4-Nov-14,201.07,201.23,201.6,200.06,93.34M,-0.35%
3-Nov-14,201.77,201.92,202.45,201.31,93.73M,0.05%
31-Oct-14,201.66,201.78,201.82,200.77,146.90M,1.14%
30-Oct-14,199.38,197.58,199.95,197.4,113.33M,0.64%
29-Oct-14,198.11,198.55,199.12,196.8,142.56M,-0.15%
28-Oct-14,198.41,196.82,198.42,196.73,106.74M,1.15%
27-Oct-14,196.16,195.73,196.45,195.03,82.95M,-0.14%
24-Oct-14,196.43,195.25,196.49,194.49,117.93M,0.77%
23-Oct-14,194.93,194.62,196.2,194.26,154.94M,1.16%
22-Oct-14,192.69,194.41,194.91,192.61,151.82M,-0.71%
21-Oct-14,194.07,191.68,194.2,191.48,154.95M,1.98%
20-Oct-14,190.3,188.13,190.45,188.07,130.01M,0.97%
17-Oct-14,188.47,188.42,189.75,187.62,214.62M,1.18%
16-Oct-14,186.27,183.06,187.58,182.89,270.39M,-0.09%
15-Oct-14,186.43,185.16,187.69,181.92,380.71M,-0.68%
14-Oct-14,187.7,188.42,189.82,187.04,215.85M,0.15%
13-Oct-14,187.41,190.46,191.15,187.3,230.94M,-1.64%
10-Oct-14,190.54,192.69,193.65,190.49,221.91M,-1.14%
9-Oct-14,192.74,196.33,196.6,192.58,210.70M,-1.98%
8-Oct-14,196.64,193.37,196.92,192.36,186.46M,1.75%
7-Oct-14,193.26,195.28,195.72,193.22,147.91M,-1.54%
6-Oct-14,196.29,197.34,197.6,195.58,104.78M,-0.12%
3-Oct-14,196.52,195.68,196.94,195.08,121.57M,1.10%
2-Oct-14,194.38,194.18,195.06,192.35,157.29M,0.02%
1-Oct-14,194.35,196.7,196.77,193.91,177.80M,-1.36%
30-Sep-14,197.02,197.69,198.3,196.61,131.30M,-0.26%
